Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
l	l	salili, alu	Langalanga, Ontong Java, Sikaiana, Mono, Malo, Alu, Reefs, Fauro, Buma, Vano, Ulawa, Savosavo, Sa'a (A'ulu village), Kwai, Mbirao, Pileni, Fataleka, Lau North, Lwepe, Nggela, Mbaengguu, Dori'o, Poro, Leleghia, Malango, To'ambaita, Moli, Talise, Uki Ni Masi, Hoava, Lavukaleve, Ghone, Malagheti, Walade (LauS), Tolo, Kwaio, Mbaelelea, Nanggu, Mbilua, Blablanga, Varisi, Kmagha, Longgu, Samasodu, Sa'a (Sa'a village), Tataba, Vaghua, Poleo, Vangunu, Kokota, Kusaghe, Tunöe, Kilokaka, Dhadhaje, Tanema, Ghove, Katazi, Mbambatana, Kia, Nginia, Ndovele, Mbareke, Ghari, Nembao, Tanimbili, Sengga, Lömaumbi, Marovo, Avasö, Nduke, Koo, Nggeri, Ghaimuta, Lungga, Ghanongga, Roviana, Ughele, Tandai, Simbo, Nggae, Lengo, Ndi, Asumboa, Ririo, Kwara'ae, Kazukuru, Paripao, Rennell, Tikopia, Bellona, Lokuru, 'Are'are (Ma'asupa village), Mbaniata, Oroha, Agufi	5527	U+006c
i$	i	mimi, mauri	Savosavo, Bellona, Samasodu, Sikaiana, Rennell, Arosi (Oneibia village), Longgu, Ontong Java, Mbambatana, Mbaengguu, Tikopia, Santa Catalina, Leleghia, Nggeri, Anuta, Kia, Arosi (Tawatana village), Kokota, Nggela, Kmagha, Dhadhaje, Fataleka, Tunöe, Tataba, Lengo, Poleo, Tandai, Nginia, Kwaio, Nggae, Kilokaka, Malango, Talise, Haununu, Dori'o, Lavukaleve, Bauro (Pawa village), Walade (LauS), Lau North, Ghari, Mono, Sa'a (A'ulu village), Agufi, Reefs, Marau, Ghove, Tolo, Katazi, Oroha, Uki Ni Masi, Alu, 'Are'are (Ma'asupa village), Mbirao, Rihu'a, Mbaelelea, Rawo, Fauro, Moli, To'ambaita, Sa'a (Sa'a village), Ulawa, Faghani, Poro, Ghanongga, Sengga, Blablanga, Langalanga, Kwai, Ghaimuta, Lömaumbi, Ndi, Bauro (Baroo village), Santa Ana, Malagheti, Nduke, Pileni, Vano, Mami, Lungga, Vangunu, Nembao, Avasö, Ndovele, 'Are'are (Waiahaa village), Buma, Kahua, Nanggu, Ughele, Malo, Simbo, Hoava, Roviana, Mbilua, Tawaroga, Mbareke, Ghone, Koo, Kusaghe, Tanema, Kazukuru, Varisi, Mbaniata, Asumboa, Marovo, Lwepe, Tanimbili, Lokuru, Kwara'ae, Ririo, Paripao, Vaghua	5425	U+0069 U+0024
o	o	momoa, koro	Tanimbili, Mbaniata, Savosavo, Bellona, Hoava, Lokuru, Rennell, Fauro, Asumboa, Rawo, Haununu, Anuta, Lungga, Simbo, Sikaiana, Sa'a (Sa'a village), Arosi (Oneibia village), Mono, Lavukaleve, Bauro (Baroo village), Tikopia, Kwai, Faghani, Ontong Java, Nggeri, 'Are'are (Waiahaa village), Oroha, Agufi, Reefs, Santa Ana, Marau, Kusaghe, Rihu'a, Katazi, Ndovele, Kokota, Longgu, Pileni, Santa Catalina, Vangunu, 'Are'are (Ma'asupa village), Lau North, Kazukuru, Tunöe, Sengga, Mami, Marovo, Mbilua, Tanema, Mbaelelea, Lengo, Uki Ni Masi, Tolo, Langalanga, Kahua, Lömaumbi, Ghari, Avasö, Vano, Arosi (Tawatana village), Fataleka, Nduke, Kwara'ae, Ughele, Ghaimuta, Vaghua, Nembao, Tawaroga, Nanggu, Malo, Mbambatana, Kwaio, Lwepe, Nggela, Ririo, Roviana, Mbareke, Ghone, Alu, Buma, Bauro (Pawa village), Ghanongga, Walade (LauS), Varisi, Sa'a (A'ulu village), Moli, Tandai, Mbaengguu, Kia, Ulawa, To'ambaita, Poleo, Ghove, Poro, Koo, Leleghia, Kilokaka, Mbirao, Dhadhaje, Malagheti, Malango, Nggae, Kmagha, Dori'o, Ndi, Talise, Nginia, Samasodu, Blablanga	5060	U+006f
^m	m	-mu, mimi	Malo, Simbo, Nggae, Vano, Malagheti, Ughele, Poleo, Moli, Nggeri, Talise, Vaghua, Mbirao, Tolo, Ontong Java, Buma, Kwaio, Roviana, Kusaghe, Lungga, Ghari, Lwepe, Nginia, Ghanongga, Vangunu, Tandai, Nggela, Malango, Hoava, Kahua, Savosavo, Mbareke, Tikopia, Pileni, Mbambatana, Longgu, Marovo, Anuta, Varisi, Bauro (Baroo village), Ghone, Mbaniata, Sengga, Lengo, Sikaiana, Asumboa, Koo, Avasö, Lokuru, Nduke, Bellona, Katazi, Rennell, Tunöe, Rawo, Tanimbili, Mami, Tawaroga, Santa Catalina, Mbaengguu, Lömaumbi, Ndi, 'Are'are (Waiahaa village), To'ambaita, Oroha, Bauro (Pawa village), Tanema, Mbaelelea, Mono, Fauro, Ghaimuta, Nembao, Alu, Marau, Ririo, Haununu, Sa'a (A'ulu village), Santa Ana, Faghani, Arosi (Tawatana village), Fataleka, Arosi (Oneibia village), Reefs, 'Are'are (Ma'asupa village), Sa'a (Sa'a village), Kwai, Lau North, Uki Ni Masi, Ulawa, Rihu'a, Kwara'ae, Langalanga, Nanggu, Ndovele, Lavukaleve, Agufi, Dori'o, Mbilua, Kokota, Kia, Dhadhaje, Walade (LauS), Samasodu, Kmagha, Tataba, Poro, Leleghia, Ghove, Kilokaka, Kazukuru, Paripao, Blablanga	4765	U+005e U+006d
t	t	mate, mata-na	Anuta, Tikopia, Alu, Mono, Sikaiana, Bellona, Nduke, Rennell, Fauro, Roviana, Mbambatana, Tunöe, Lokuru, Mbareke, Mbaniata, Hoava, Nggela, Bauro (Pawa village), 'Are'are (Waiahaa village), Samasodu, Pileni, Tandai, Mbilua, Haununu, Ughele, Uki Ni Masi, Nggae, Kusaghe, Tawaroga, Simbo, Mami, Lungga, Nggeri, Ghanongga, Ghari, Sa'a (Sa'a village), Dhadhaje, Malo, Ndovele, 'Are'are (Ma'asupa village), Santa Catalina, Vangunu, Sengga, Bauro (Baroo village), Moli, Lengo, Lömaumbi, Ndi, Kia, Faghani, Katazi, Kazukuru, Avasö, Ghone, Mbirao, Rihu'a, Varisi, Marau, Tolo, Rawo, Ulawa, Marovo, Malango, Agufi, Nginia, Buma, Oroha, Malagheti, Kahua, Ghaimuta, Asumboa, Talise, Santa Ana, Vaghua, Lavukaleve, Sa'a (A'ulu village), Nanggu, Savosavo, Arosi (Oneibia village), Longgu, Kilokaka, Fataleka, To'ambaita, Poleo, Vano, Mbaengguu, Tataba, Lwepe, Kokota, Kwaio, Mbaelelea, Langalanga, Arosi (Tawatana village), Kwai, Poro, Dori'o, Leleghia, Blablanga, Nembao, Walade (LauS), Lau North, Koo, Ririo, Kmagha, Reefs, Kwara'ae, Tanimbili, Ghove, Tanema, Paripao	4262	U+0074
ɔ	ɔ	kɔkɔrakɔ, kɔkɔra-na	Samasodu, Kia, Poro, Ghanongga, Varisi, Kmagha, Tataba, Leleghia, Nduke, Mbirao, Dhadhaje, Roviana, Talise, Malagheti, Nggae, Malango, Moli, Nginia, Alu, Poleo, Tandai, Nggela, Blablanga, Mbaengguu, Buma, Sa'a (A'ulu village), Vaghua, Mbareke, Ghove, Ndi, Ulawa, Ughele, Dori'o, To'ambaita, Bauro (Pawa village), Kilokaka, Koo, Kwaio, Walade (LauS), Mbambatana, Tawaroga, Ghone, Ririo, Ghari, Lokuru, Marovo, Mbilua, Tolo, Arosi (Tawatana village), Avasö, Sengga, Lömaumbi, Ghaimuta, Vangunu, Lavukaleve, Kwara'ae, Kokota, Langalanga, Kusaghe, Fataleka, Lungga, Tanimbili, Simbo, Nanggu, Mbaelelea, Mono, Lengo, Paripao, Hoava, Lau North, Nembao, Tunöe, 'Are'are (Ma'asupa village), Ndovele, Longgu, Fauro, Asumboa, Savosavo, Sa'a (Sa'a village), Marau, Reefs, Kwai, Rennell, Uki Ni Masi, Malo, Kahua	4240	U+0254
m	m	mimi, lima	Tanimbili, Asumboa, Buma, Varisi, Reefs, Ghone, Malo, Nanggu, Tanema, Vaghua, Nembao, Vano, Sengga, Ughele, Hoava, Mbareke, Mbambatana, Mbilua, Roviana, Avasö, Kwaio, Vangunu, Lwepe, Nggela, Lengo, Katazi, Moli, Tunöe, Mbaengguu, Longgu, Marovo, Poleo, Simbo, Lömaumbi, Mbirao, Mbaniata, Savosavo, Malagheti, Nduke, Lokuru, Kusaghe, Samasodu, Ghanongga, Malango, Tandai, Nginia, Lavukaleve, Kilokaka, Tolo, Talise, Ndovele, Ririo, Ghaimuta, Mbaelelea, Ghari, Ontong Java, Santa Ana, Kwai, Nggae, Tataba, Rennell, Leleghia, Sa'a (Sa'a village), Lungga, Bellona, Sikaiana, Sa'a (A'ulu village), Kmagha, Dori'o, To'ambaita, Blablanga, 'Are'are (Ma'asupa village), Rawo, Nggeri, Anuta, Fataleka, Kahua, Tawaroga, Ghove, Pileni, Koo, Kokota, Arosi (Oneibia village), Mami, Bauro (Pawa village), Kia, Fauro, Arosi (Tawatana village), Ndi, Uki Ni Masi, Haununu, Oroha, Santa Catalina, Ulawa, Marau, Tikopia, Mono, Agufi, Alu, Langalanga, Rihu'a, Poro, Dhadhaje, Bauro (Baroo village), Faghani, Lau North, Kazukuru, Walade (LauS), 'Are'are (Waiahaa village), Kwara'ae, Paripao	4238	U+006d
e$	e	mae, mate	Vano, Buma, Nembao, Asumboa, Sa'a (A'ulu village), Lömaumbi, Avasö, Tunöe, Sengga, Reefs, Katazi, Mbambatana, Ndovele, Nduke, Ghanongga, Kusaghe, Vangunu, Samasodu, Hoava, Kia, Kilokaka, Ghone, Marovo, Tanema, Varisi, Mbareke, Vaghua, Sikaiana, Blablanga, Lungga, Alu, Roviana, Nanggu, Lengo, Tikopia, Poro, Ughele, Savosavo, Kokota, Lokuru, Mbaniata, Anuta, Ontong Java, Mbilua, Mono, Fauro, Ghove, Ririo, Uki Ni Masi, Fataleka, Malo, Leleghia, Simbo, Agufi, Rennell, Dhadhaje, Bellona, Kmagha, Malango, Pileni, Mbaengguu, Walade (LauS), Lavukaleve, Mami, Tawaroga, Longgu, Tataba, Nggae, Kahua, Nggela, Mbirao, Lwepe, Lau North, Nginia, Moli, Ulawa, Kwai, Mbaelelea, Nggeri, 'Are'are (Waiahaa village), Tandai, Tanimbili, Arosi (Oneibia village), Faghani, Ndi, Talise, Langalanga, Ghaimuta, Tolo, Ghari, Kwaio, 'Are'are (Ma'asupa village), Santa Catalina, Poleo, Santa Ana, Malagheti, Sa'a (Sa'a village), Dori'o, Koo, To'ambaita, Haununu, Oroha, Arosi (Tawatana village), Rihu'a, Bauro (Baroo village), Marau, Paripao, Bauro (Pawa village), Rawo, Kwara'ae, Kazukuru	4161	U+0065 U+0024
k	k	kɔkɔrakɔ, kake	Ontong Java, Mbambatana, Ghone, Tunöe, Varisi, Mbareke, Hoava, Tikopia, Vangunu, Katazi, Kusaghe, Sikaiana, Marovo, Ndovele, Lömaumbi, Mbilua, Samasodu, Anuta, Avasö, Roviana, Sengga, Ughele, Vaghua, Santa Ana, Vano, Pileni, Ghanongga, Lavukaleve, Buma, Tanimbili, Nduke, Bellona, Rennell, Kokota, Kia, Kahua, Simbo, Lungga, Marau, Savosavo, 'Are'are (Waiahaa village), Nanggu, Leleghia, Tandai, Kmagha, Mbirao, Mbaelelea, Blablanga, Tataba, Moli, Nggae, Ghove, Malo, Kilokaka, Tolo, Poro, Malango, Fataleka, Reefs, Asumboa, Talise, Nginia, Alu, Ghari, Fauro, To'ambaita, Mono, Haununu, Mbaengguu, 'Are'are (Ma'asupa village), Poleo, Lengo, Malagheti, Tanema, Nggeri, Mami, Ndi, Nggela, Santa Catalina, Koo, Agufi, Tawaroga, Rawo, Lwepe, Oroha, Bauro (Pawa village), Longgu, Sa'a (Sa'a village), Kwai, Rihu'a, Ririo, Langalanga, Faghani, Lau North, Ghaimuta, Ulawa, Walade (LauS), Bauro (Baroo village), Dori'o, Kwaio, Dhadhaje, Uki Ni Masi, Sa'a (A'ulu village), Kwara'ae, Kazukuru, Nembao, Arosi (Oneibia village), Paripao, Arosi (Tawatana village), Mbaniata, Lokuru	4074	U+006b
-	<?>	-mu, -na	Malagheti, Koo, Talise, Bauro (Pawa village), Malango, Nggae, Mbirao, Tandai, Tawaroga, Poleo, Kwaio, Moli, Nggeri, Tolo, Nggela, Langalanga, Kia, Alu, Dhadhaje, Mono, Varisi, Ghone, Samasodu, Kahua, Vaghua, Ughele, Ghari, To'ambaita, Simbo, Lungga, Nginia, Mami, Santa Ana, Sa'a (A'ulu village), Arosi (Tawatana village), Ulawa, Dori'o, Mbareke, Marau, Ghanongga, Nduke, Marovo, Avasö, Kmagha, Bauro (Baroo village), Haununu, Poro, Lau North, Fataleka, Mbaengguu, Fauro, Leleghia, Tanimbili, Roviana, Arosi (Oneibia village), Tataba, Kilokaka, Rihu'a, Mbaelelea, Blablanga, Lengo, Faghani, Ndi, Rawo, Sa'a (Sa'a village), Kusaghe, Ghaimuta, Kokota, 'Are'are (Ma'asupa village), Mbambatana, Asumboa, Oroha, Walade (LauS), 'Are'are (Waiahaa village), Vangunu, Agufi, Lömaumbi, Kwara'ae, Hoava, Paripao, Santa Catalina, Kwai, Tunöe, Sengga, Katazi, Mbilua, Ririo, Longgu, Nanggu, Nembao, Ghove, Uki Ni Masi, Tanema, Malo, Mbaniata, Lwepe, Ndovele	3840	U+002d
o$	o	ao, ono	Tanimbili, Ndovele, Asumboa, Mbaniata, Reefs, Mbilua, Rennell, Uki Ni Masi, Hoava, Lau North, Bellona, Nggeri, Kwai, Sikaiana, Savosavo, Tikopia, Simbo, Anuta, Katazi, Tandai, Mami, Ontong Java, Haununu, Kahua, Arosi (Oneibia village), Bauro (Baroo village), Santa Catalina, Lungga, Marovo, Kazukuru, Kusaghe, Mbaelelea, Pileni, Tunöe, Agufi, Santa Ana, Ughele, Sa'a (Sa'a village), Tanema, Rihu'a, Lokuru, Lömaumbi, Vangunu, Marau, Nembao, Mbambatana, Sengga, Longgu, Ghone, Faghani, Oroha, Fauro, Mono, Avasö, 'Are'are (Ma'asupa village), Moli, Rawo, Nduke, Mbareke, Tolo, Tawaroga, Lengo, Kokota, 'Are'are (Waiahaa village), Sa'a (A'ulu village), Ghari, Malo, Vano, Langalanga, Ghanongga, Arosi (Tawatana village), Fataleka, Lwepe, Bauro (Pawa village), Lavukaleve, Kwaio, Roviana, Vaghua, Ghaimuta, Nanggu, Walade (LauS), Ulawa, Alu, Ririo, Buma, Kwara'ae, Malango, To'ambaita, Samasodu, Mbaengguu, Ghove, Nggela, Varisi, Leleghia, Kia, Kilokaka, Mbirao, Blablanga, Kmagha, Dori'o, Poro, Nginia, Tataba, Malagheti, Koo, Talise, Dhadhaje, Nggae	3287	U+006f U+0024
^k	k	-ku, kake	Ghone, Varisi, Ontong Java, Vaghua, Mbambatana, Samasodu, Tunöe, Savosavo, Ririo, Sikaiana, Katazi, Kokota, Kia, Hoava, Sengga, Avasö, Lavukaleve, Lömaumbi, Tanimbili, Ndovele, Mbaengguu, Kusaghe, Anuta, Fataleka, To'ambaita, Mbareke, Mbilua, Nduke, Tikopia, Tolo, Nggeri, Ghari, Moli, Kwara'ae, Mbaelelea, Nggae, Lungga, Bellona, Mbirao, Blablanga, Simbo, Rennell, Nginia, Dhadhaje, Kilokaka, Marovo, Ghanongga, Roviana, Malagheti, Vangunu, Ughele, Tandai, Talise, Kmagha, Poleo, Buma, Ndi, Leleghia, Malango, Nggela, Tataba, Ghaimuta, Koo, Lengo, Marau, Mono, Alu, Faghani, Pileni, 'Are'are (Waiahaa village), Poro, Reefs, 'Are'are (Ma'asupa village), Fauro, Walade (LauS), Ghove, Longgu, Santa Catalina, Rawo, Haununu, Dori'o, Asumboa, Lau North, Malo, Agufi, Kahua, Bauro (Pawa village), Rihu'a, Uki Ni Masi, Oroha, Sa'a (Sa'a village), Kwai, Bauro (Baroo village), Vano, Sa'a (A'ulu village), Tawaroga, Santa Ana, Ulawa, Lwepe, Kwaio, Tanema, Langalanga, Arosi (Oneibia village), Arosi (Tawatana village), Mami, Nanggu, Paripao, Kazukuru, Nembao, Mbaniata, Lokuru	3244	U+005e U+006b
